"file","title","google","identifiable_yes","identifiable_no","identifiable_withdetectivework","diversity_none","diversity_bipoc","diversity_woman","diversity_lgbt","diversity_nonchristian","diversity_disability","diversity_other","diversity_ambiguous"
"user42_4681_book_15_18.jpg","The False Prince ","https://www.google.com/books/edition/The_False_Prince_The_Ascendance_Series_B/H8aSwiaUKFQC?hl=en&gbpv=1&dq=the+false+prince&printsec=frontcover",0,0,0,1,0,0,0,0,0,0,0
"user50_251_book_15_14.jpg","Time Bomb","https://www.google.com/books/edition/Time_Bomb/-5xNDwAAQBAJ?hl=en&gbpv=1&dq=time+bomb&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user56_1597_book_4_6.jpg","Romeo & Juliet","https://www.google.com/books/edition/Romeo_and_Juliet/CAbTCwAAQBAJ?hl=en&gbpv=1&dq=romeo+%26+juliet&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user60_3481_book_1_2.jpg","Malala Yousafzai: Education Activist","https://www.google.com/books/edition/Malala_Yousafzai_Education_Activist/5wLQBQAAQBAJ?hl=en&gbpv=1&dq=malala+yousafzai+education+activist&printsec=frontcover",0,0,0,0,0,1,0,1,0,0,0
"user60_3482_book_4_8.jpg","Change Makers","",1,0,0,0,1,1,0,0,0,0,0
"user137_1734_book_3_14.jpg","Dear Martin","https://www.google.com/books/edition/Dear_Martin/OsH1DQAAQBAJ?hl=en&gbpv=1&dq=dear+martin&printsec=frontcover",0,0,0,0,1,0,0,0,0,0,0
"user198_547_book_1_2.jpg","The Bear Went Over the Mountain","https://www.google.com/books/edition/The_Bear_Went_Over_the_Mountain/hjiCDwAAQBAJ?hl=en&gbpv=1&dq=the+bear+went+over+the+mountain&printsec=frontcover",0,0,0,1,0,0,0,0,0,0,0
"user253_2020_book_1_10.jpg","The Pigeon Has to go to School ","https://www.google.com/books/edition/The_Pigeon_HAS_to_Go_to_School/UCecuwEACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user306_4692_book_1_5.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user376_4156_book_4_3.jpg","Rosa","https://www.google.com/books/edition/Rosa/wlATfwTtolgC?hl=en&gbpv=1&dq=rosa&printsec=frontcover",0,0,0,0,1,1,0,0,0,0,0
"user380_416_book_17_22.jpg","","",0,1,0,1,0,0,0,0,0,0,0
"user445_2982_book_7_6.jpg","Matilda ","",0,1,0,0,0,1,0,0,0,0,0
"user453_495_book_3_6.jpg","","",0,1,0,0,1,0,0,0,0,0,0
"user513_529_book_1_4.jpg","","",0,1,0,1,0,0,0,0,0,0,0
"user513_529_book_10_35.jpg","","",0,1,0,0,1,0,0,0,0,0,0
"user513_529_book_19_45.jpg","","",0,1,0,1,0,0,0,0,0,0,0
"user524_537_book_11_13.jpg","The Polar Express","https://www.google.com/books/edition/The_Polar_Express/sbogAgAAQBAJ?hl=en&gbpv=1&dq=the+polar+express&printsec=frontcover",0,0,0,1,0,0,0,0,0,0,0
"user709_3444_book_2_6.jpg","Grug","https://www.google.com/books/edition/Grug/27BfO7sLGOwC?hl=en&gbpv=1&dq=grug&pg=PT31&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user709_3444_book_3_7.jpg","The Very Hungry Caterpillar","https://www.google.com/books/edition/The_Very_Hungry_Caterpillar/zMt1DQAAQBAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user854_4705_book_6_7.jpg","Amal Unbound","https://www.google.com/books/edition/Amal_Unbound/TFjDDwAAQBAJ?hl=en&gbpv=1&dq=amal+unbound&printsec=frontcover",0,0,0,0,0,1,0,1,0,0,0
"user945_2269_book_6_7.jpg","Cinder ","https://www.google.com/books/edition/Cinder/KGFJgOW-jRAC?hl=en&gbpv=0",1,0,0,1,0,0,0,0,0,0,0
"user945_2269_book_8_9.jpg","Legend ","https://www.google.com/books/edition/Legend/QV2JDQAAQBAJ?hl=en&gbpv=1&dq=legend&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user996_2882_book_16_16.jpg","Abiyoyo","https://www.google.com/books/edition/Abiyoyo/yccPAQAAQBAJ?hl=en&gbpv=1&dq=abiyoyo&printsec=frontcover",1,0,0,0,1,0,0,0,0,0,0
"user996_2882_book_20_20.jpg","The Music in Me","https://www.google.com/books/edition/The_Music_in_Me/6UUcAAAACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user996_2882_book_27_27.jpg","The Jazz Fly","https://www.google.com/books/edition/The_Jazz_Fly/ztcMAAAACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user996_2882_book_29_29.jpg","Ella Fitzgerald","https://www.google.com/books/edition/Ella_Fitzgerald/D9kREAAAQBAJ?hl=en&gbpv=1&dq=ella+fitzgerald&printsec=frontcover",1,0,0,0,1,1,0,0,0,0,0
"user1027_2895_book_2_4.jpg","Dear Black Boy: It's Okay to Cry","https://www.google.com/books/edition/Dear_Black_Boy/2ijJxwEACAAJ?hl=en",0,0,0,0,1,0,0,0,0,0,0
"user1029_4729_book_1_4.jpg","Bugs A to Z ","https://www.google.com/books/edition/Bugs_A_to_Z/WmQU-Yid-zoC?hl=en&gbpv=1&dq=BUgs+a+-+z&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1035_2285_book_4_12.jpg","The Pigeon has to go to School ","https://www.google.com/books/edition/The_Pigeon_HAS_to_Go_to_School/UCecuwEACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user1083_1089_book_6_6.jpg","Linus the Little Yellow Pencil ","https://www.google.com/books/edition/Linus_The_Little_Yellow_Pencil/kuaZDwAAQBAJ?hl=en&gbpv=1&dq=linus+the+little+yellow+pencil&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1101_4746_book_2_3.jpg","Polar Bear, Polar Bear, What do you Hear? ","https://www.google.com/books/edition/Polar_Bear_Polar_Bear_What_Do_You_Hear/FNnMSZ6N7pAC?hl=en&gbpv=1&dq=polar+bear+polar+bear+what+do+you+hear&printsec=frontcover",0,0,0,1,0,0,0,0,0,0,0
"user1169_4754_book_9_20.jpg","A Tale of Two Beasts","https://www.google.com/books/edition/A_Tale_of_Two_Beasts/sU-NBQAAQBAJ?hl=en",1,0,0,0,0,1,0,0,0,0,0
"user1171_2931_book_2_6.jpg","Gifts from the Gods: Ancient Words and Wisdom from Greek and Roman Mythology","https://www.google.com/books/edition/Gifts_from_the_Gods/FD3WjgEACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user1180_2322_book_1_8.jpg","Llama Destroys the World","https://www.google.com/books/edition/Llama_Destroys_the_World/aEqSDwAAQBAJ?hl=en&gbpv=1&dq=llama+destroys+world&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1209_4212_book_4_17.jpg","Mortimer","https://www.google.com/books/edition/Mortimer/w7FQEAAAQBAJ?hl=en&gbpv=1&dq=mortimer&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1214_1124_book_1_5.jpg","Lost and Found","https://www.google.com/books/edition/Lost_and_Found/2GclNDZ8WmEC?hl=en&gbpv=1&dq=Lost+and+found&printsec=frontcover",1,0,0,0,1,1,0,0,0,0,0
"user1214_1124_book_2_13.jpg","Lost and Found","https://www.google.com/books/edition/Lost_and_Found/2GclNDZ8WmEC?hl=en&gbpv=1&dq=Lost+and+found&printsec=frontcover",1,0,0,0,1,1,0,0,0,0,0
"user1218_2954_book_6_10.jpg","","",0,1,0,1,0,0,0,0,0,0,0
"user1255_1133_book_4_9.jpg","A Danger to Herself and Others","https://www.google.com/books/edition/A_Danger_to_Herself_and_Others/z1ZvDwAAQBAJ?hl=en&gbpv=1&dq=a+danger+to+herself+and+to+others&printsec=frontcover",1,0,0,0,0,1,0,0,0,0,0
"user1255_1134_book_5_4.jpg","Speak","https://www.google.com/books/edition/Speak/0SSoFvWQSD0C?hl=en&gbpv=1&dq=speak&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1288_4773_book_2_3.jpg","","",0,1,0,1,0,0,0,0,0,0,0
"user1311_4253_book_5_4.jpg","Mortimer","https://www.google.com/books/edition/Mortimer/w7FQEAAAQBAJ?hl=en&gbpv=1&dq=mortimer&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1311_4253_book_15_14.jpg","The Other Day I Met a Bear","https://www.google.com/books/edition/The_Other_Day_I_Met_a_Bear/wSfboAEACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user1315_1157_book_9_14.jpg","The Doorbell Rang","https://www.google.com/books/edition/The_Doorbell_Rang/MUGdA2pUqNkC?hl=en&gbpv=1&dq=the+doorbell+rang&printsec=frontcover",0,0,0,0,1,1,0,0,0,0,0
"user1356_4794_book_1_5.jpg","Cinco De Mouse-O!","https://www.google.com/books/edition/Cinco_De_Mouse_O/MnlWcgAACAAJ?hl=en",0,0,0,0,0,0,0,0,0,0,1
"user1433_1806_book_7_10.jpg","The Book Thief ","https://www.google.com/books/edition/The_Book_Thief/mXuOngEACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user1513_3086_book_1_6.jpg","The Wild Card: 7 Steps to an Educator's Creative Breakthrough","https://www.google.com/books/edition/The_Wild_Card/pNuBtgEACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user1532_593_book_1_6.jpg","Olive, the Other Reindeer","https://www.google.com/books/edition/Olive_the_Other_Reindeer/Wl4zAWo31wMC?hl=en&gbpv=1&dq=olive+the+other+reindeer+book&printsec=frontcover",0,0,0,1,0,0,0,0,0,0,0
"user1552_4366_book_9_11.jpg","Amelia Bedelia Means Business","https://www.google.com/books/edition/Amelia_Bedelia_Chapter_Book_1_Amelia_Bed/5oA4LgEACAAJ?hl=en",0,0,0,0,0,1,0,0,0,0,0
"user1573_3095_book_6_5.jpg","Sea Turtles","https://www.google.com/books/edition/Sea_Turtles/7ibXtAEACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user1591_4853_book_4_4.jpg","Brown Bear, Brown Bear, What Do You See? ","https://www.google.com/books/edition/Brown_Bear_Brown_Bear_What_Do_You_See_Os/RvBBDgAAQBAJ?hl=en&gbpv=1&dq=brown+bear+brown+bear+what+do+you+see&printsec=frontcover",0,0,0,1,0,0,0,0,0,0,0
"user1633_3119_book_4_8.jpg","","",0,1,0,1,0,0,0,0,0,0,0
