"file","title","google","identifiable_yes","identifiable_no","identifiable_withdetectivework","diversity_none","diversity_bipoc","diversity_woman","diversity_lgbt","diversity_nonchristian","diversity_disability","diversity_other","diversity_ambiguous"
"user42_4681_book_15_18.jpg","The False Prince","https://www.google.com/books/edition/The_False_Prince_The_Ascendance_Series_B/H8aSwiaUKFQC?hl=en&gbpv=1&dq=The+false+prince&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user50_251_book_15_14.jpg","Time Bomb","https://www.google.com/books/edition/Time_Bomb/-5xNDwAAQBAJ?hl=en&gbpv=1&dq=time+bomb&printsec=frontcover",0,1,0,1,0,0,0,0,0,0,0
"user56_1597_book_4_6.jpg","Romeo and Juliet","https://www.google.com/books/edition/Romeo_Juliet/iu4LmAEACAAJ?hl=en",0,1,0,0,0,0,0,0,0,0,0
"user60_3481_book_1_2.jpg","Malala Yousafzai: Education Activist
","https://www.google.com/books/edition/Malala_Yousafzai_Education_Activist/5wLQBQAAQBAJ?hl=en&gbpv=1&dq=Malala+Yousafzai:+Education+Activist&printsec=frontcover",0,0,0,0,1,1,0,0,0,0,0
"user60_3482_book_4_8.jpg","Change Makers","https://www.google.com/books/edition/Change_Makers_Paperback_Copyright_2016/YacjswEACAAJ?hl=en",1,0,0,0,1,1,0,0,0,0,0
"user137_1734_book_3_14.jpg","Dear Martin","https://www.google.com/books/edition/Dear_Martin/OsH1DQAAQBAJ?hl=en&gbpv=1&dq=Dear+martin&printsec=frontcover",1,0,0,0,1,0,0,0,0,0,0
"user198_547_book_1_2.jpg","the bear went over the mountain","https://www.google.com/books/edition/The_Bear_Went_Over_the_Mountain/hjiCDwAAQBAJ?hl=en&gbpv=1&dq=the+bear+went+over+the+mountain&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user253_2020_book_1_10.jpg","The Pigeon HAS to Go to School!
","https://www.google.com/books/edition/The_Pigeon_HAS_to_Go_to_School/UCecuwEACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user306_4692_book_1_5.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user376_4156_book_4_3.jpg","Rosa","https://www.google.com/books/edition/Rosa/wlATfwTtolgC?hl=en&gbpv=1&dq=rosa&printsec=frontcover",1,0,0,0,1,1,0,0,0,0,0
"user380_416_book_17_22.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user445_2982_book_7_6.jpg","Matilda","https://www.google.com/books/edition/Matilda/EOurnQEACAAJ?hl=en",1,0,0,0,0,1,0,0,0,0,0
"user453_495_book_3_6.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user513_529_book_1_4.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user513_529_book_10_35.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user513_529_book_19_45.jpg","","",0,0,0,0,0,0,0,0,0,0,0
"user524_537_book_11_13.jpg","The Polar Express
","https://www.google.com/books/edition/The_Polar_Express/y52MuQAACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user709_3444_book_2_6.jpg","Grug","https://www.google.com/books/edition/Grug_the_Superhero/zBLrAwAAQBAJ?hl=en&gbpv=1&dq=grug&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user709_3444_book_3_7.jpg","The Very Hungry Caterpillar
","https://www.google.com/books/edition/Eric_Carle_s_Very_Little_Library_The_ver/oiMwvgAACAAJ?hl=en",0,1,0,1,0,0,0,0,0,0,0
"user854_4705_book_6_7.jpg","Amal Unbound","https://www.google.com/books/edition/Amal_Unbound/TFjDDwAAQBAJ?hl=en&gbpv=1&dq=amal+unbound&printsec=frontcover",1,0,0,0,1,1,0,1,0,0,0
"user945_2269_book_6_7.jpg","Cinder","https://www.google.com/books/edition/Cinder/KGFJgOW-jRAC?hl=en&gbpv=1&dq=cinder&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user945_2269_book_8_9.jpg","Legend","https://www.google.com/books/edition/Legend/QV2JDQAAQBAJ?hl=en&gbpv=1&dq=legend&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user996_2882_book_16_16.jpg","Abiyoyo","https://www.google.com/books/edition/Abiyoyo/yccPAQAAQBAJ?hl=en&gbpv=1&dq=abiyoyo&printsec=frontcover",1,0,0,0,1,0,0,0,0,0,0
"user996_2882_book_20_20.jpg","The Music in Me","https://www.google.com/books/edition/The_Music_in_Me/6UUcAAAACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user996_2882_book_27_27.jpg","Jazz Fly","https://www.google.com/books/edition/The_Jazz_Fly/ztcMAAAACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user996_2882_book_29_29.jpg","Ella Fitzgerald
","https://www.google.com/books/edition/Ella_Fitzgerald/D9kREAAAQBAJ?hl=en&gbpv=0",1,0,0,0,1,1,0,0,0,0,0
"user1027_2895_book_2_4.jpg","Dear Black Boy
It's Ok to Cry","https://www.google.com/books/edition/Dear_Black_Boy/2ijJxwEACAAJ?hl=en",1,0,0,0,1,0,0,0,0,0,0
"user1029_4729_book_1_4.jpg","bugs a to z","https://www.google.com/books/edition/Bugs_A_to_Z/WmQU-Yid-zoC?hl=en&gbpv=1&dq=bugs+a+to&printsec=frontcover",0,0,0,0,0,0,0,0,0,0,0
"user1035_2285_book_4_12.jpg","The Pigeon HAS to Go to School!
","https://www.google.com/books/edition/The_Pigeon_HAS_to_Go_to_School/UCecuwEACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user1083_1089_book_6_6.jpg","Linus the Little Yellow Pencil","https://www.google.com/books/edition/Linus_The_Little_Yellow_Pencil/kuaZDwAAQBAJ?hl=en&gbpv=1&dq=linus+the+little+yellow+pencil&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1101_4746_book_2_3.jpg","polar bear polar bear what do you hear","google.com/books/edition/Polar_Bear_Polar_Bear_What_Do_You_Hear/FNnMSZ6N7pAC?hl=en&gbpv=1&dq=polar+bear+polar+bear+what+do+you+hear&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1169_4754_book_9_20.jpg","A Tale of Two Beasts
","google.com/books/edition/A_Tale_of_Two_Beasts/sU-NBQAAQBAJ?hl=en",1,0,0,0,0,1,0,0,0,0,0
"user1171_2931_book_2_6.jpg","Gifts from the Gods
","https://www.google.com/books/edition/Gifts_from_the_Gods/FD3WjgEACAAJ?hl=en",1,0,0,0,0,0,0,1,0,0,0
"user1180_2322_book_1_8.jpg","llama destroys the world","https://www.google.com/books/edition/Llama_Destroys_the_World/aEqSDwAAQBAJ?hl=en&gbpv=1&dq=llama+destroys+the+world&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1209_4212_book_4_17.jpg","Mortimer","https://www.google.com/books/edition/Mortimer/w7FQEAAAQBAJ?hl=en&gbpv=1&dq=mortimer&printsec=frontcover",0,0,0,1,0,0,0,0,0,0,0
"user1214_1124_book_1_5.jpg","Lost and Found","https://www.google.com/books/edition/Lost_and_Found/2GclNDZ8WmEC?hl=en&gbpv=1&dq=lost+and+found+anna+schraff&printsec=frontcover",0,0,0,0,1,1,0,0,0,0,0
"user1214_1124_book_2_13.jpg","Lost and Found ","https://www.google.com/books/edition/Lost_and_Found/2GclNDZ8WmEC?hl=en&gbpv=1&dq=lost+and+found+anna+schraff&printsec=frontcover",0,0,0,0,1,0,0,0,0,0,0
"user1218_2954_book_6_10.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user1255_1133_book_4_9.jpg","A danger to herself and others","https://www.google.com/books/edition/A_Danger_to_Herself_and_Others/z1ZvDwAAQBAJ?hl=en&gbpv=1&dq=a+danger+to+herself+and+others&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1255_1134_book_5_4.jpg","speak the graphic novel","https://www.google.com/books/edition/Speak_The_Graphic_Novel/YRJFDwAAQBAJ?hl=en&gbpv=1&dq=speak+the+graphic+novel&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1288_4773_book_2_3.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user1311_4253_book_5_4.jpg","Mortimer","https://www.google.com/books/edition/Mortimer/w7FQEAAAQBAJ?hl=en&gbpv=1&dq=mortimer&printsec=frontcover",1,0,0,1,0,0,0,0,0,0,0
"user1311_4253_book_15_14.jpg","the other day I met a bear","https://www.google.com/books/edition/The_Other_Day_I_Met_a_Bear/wSfboAEACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user1315_1157_book_9_14.jpg","The doorbell rang","https://www.google.com/books/edition/The_Doorbell_Rang/MUGdA2pUqNkC?hl=en&gbpv=1&dq=the+doorbell+rang+chinese&pg=PT3&printsec=frontcover",0,0,0,0,1,1,0,0,0,0,0
"user1356_4794_book_1_5.jpg","cinco de mouse-0","https://www.google.com/books/edition/Cinco_de_Mouse_o/tjFLEAAAQBAJ?hl=en&gbpv=1&dq=cinco+de+mouse+o&printsec=frontcover",1,0,0,0,0,0,0,0,0,0,1
"user1433_1806_book_7_10.jpg","The book thief","https://www.google.com/books/edition/The_Book_Thief/mXuOngEACAAJ?hl=en",0,0,0,0,0,0,0,0,0,0,0
"user1513_3086_book_1_6.jpg","Wild Card","https://www.google.com/books/edition/The_Wild_Card/pNuBtgEACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user1532_593_book_1_6.jpg","Olive the Other Reindeer","https://www.google.com/books/edition/Olive_the_Other_Reindeer/Wl4zAWo31wMC?hl=en&gbpv=1&dq=olive+the+other+reindeer&printsec=frontcover",0,0,0,0,0,0,0,0,0,0,0
"user1552_4366_book_9_11.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user1573_3095_book_6_5.jpg","sea turtles","https://www.google.com/books/edition/Sea_Turtles/dpsJrFxVIvUC?hl=en&gbpv=1&dq=sea+turtles&printsec=frontcover",0,0,0,0,0,0,0,0,0,0,0
"user1591_4853_book_4_4.jpg","Brown Bear, Brown Bear, What Do You See?","https://www.google.com/books/edition/Brown_Bear_Brown_Bear_What_Do_You_See_Os/RvBBDgAAQBAJ?hl=en&gbpv=1&dq=brown+bear+brown+bear+what+do+you+see&printsec=frontcover",0,0,0,0,0,0,0,0,0,0,0
"user1633_3119_book_4_8.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user1689_4869_book_15_18.jpg","Don't Let the Pigeon Stay Up Late!
","https://www.google.com/books/edition/Don_t_Let_the_Pigeon_Stay_Up_Late/28xSAwAACAAJ?hl=en",0,0,0,0,0,0,0,0,0,0,0
"user1703_4873_book_3_12.jpg","","",0,0,0,0,0,0,0,0,0,0,0
"user1713_4410_book_2_4.jpg","Extra Yarn
","https://www.google.com/books/edition/Extra_Yarn/cHlEnwEACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user1715_4415_book_3_3.jpg","Ghost Boys","https://www.google.com/books/edition/Ghost_Boys/2OkvDwAAQBAJ?hl=en&gbpv=1&dq=ghost+boys&printsec=frontcover",1,0,0,0,1,0,0,0,0,0,0
"user1776_641_book_1_5.jpg","the peace book","https://www.google.com/books/edition/The_Peace_Book/drpn-CRNyZ0C?hl=en&gbpv=1&dq=the+peace+book&printsec=frontcover",1,0,0,0,1,1,0,0,0,0,0
"user1776_646_book_2_10.jpg","The birds I'll see","https://www.google.com/books/edition/The_Birds_I_ll_See/bgxiAQAACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user1868_3169_book_2_6.jpg","the most magnificent thing","https://www.google.com/books/edition/Most_Magnificent_Thing_The/YymAAgAAQBAJ?hl=en&gbpv=1&dq=the+most+magnificent+thing&printsec=frontcover",1,0,0,0,0,1,0,0,0,0,0
"user1870_1930_book_2_3.jpg","david goes to school","https://www.google.com/books/edition/David_Goes_to_School/Nl-zzQEACAAJ?hl=en",0,0,0,1,0,0,0,0,0,0,0
"user1928_4908_book_1_2.jpg","monster cheese","https://www.google.com/books/edition/Monster_Cheese/6aGUPAAACAAJ?hl=en",1,0,0,1,0,0,0,0,0,0,0
"user1980_3831_book_1_1.jpg","Stamped","https://www.google.com/books/edition/Stamped_Racism_Antiracism_and_You/gRKqDwAAQBAJ?hl=en&gbpv=1&dq=stamped&printsec=frontcover",1,0,0,0,1,0,0,0,0,0,0
"user2000_700_book_2_2.jpg","our class is a family","https://www.google.com/books/edition/Our_Class_is_a_Family/ipiNzQEACAAJ?hl=en",1,0,0,0,1,1,0,0,0,0,0
"user2021_2583_book_3_3.jpg","the hate you give","https://www.google.com/books/edition/The_Hate_U_Give/OTwYDQAAQBAJ?hl=en&gbpv=1&dq=the+hate+you+give&printsec=frontcover",1,0,0,0,1,1,0,0,0,0,0
"user2103_1362_book_2_3.jpg","","",0,1,0,0,0,0,0,0,0,0,0
"user2128_1979_book_7_19.jpg","stamped","https://www.google.com/books/edition/Stamped_Racism_Antiracism_and_You/gRKqDwAAQBAJ?hl=en&gbpv=0",1,0,0,0,1,0,0,0,0,0,0
"user2152_1987_book_2_8.jpg","the last stop on market street","https://www.google.com/search?q=last+stop+on+market+street&tbm=bks&hl=en&gl=us&ei=nKBDY-bQI9Ku5NoP_8CrsAw&ved=0ahUKEwjmjvXL6tT6AhVSF1kFHX_gCsYQsJ4FCAM",1,0,0,0,1,1,0,0,0,0,0
"user2152_2619_book_2_5.jpg","the king of kindergarten","https://www.google.com/books/edition/The_King_of_Kindergarten/HYebDwAAQBAJ?hl=en&gbpv=1&dq=the+king+of+kindergarten&printsec=frontcover",1,0,0,0,1,0,0,0,0,0,0
"user2156_1997_book_4_4.jpg","https://www.google.com/books/edition/The_Noisy_Paint_Box_The_Colors_and_Sound/JV-UDwAAQBAJ?hl=en&gbpv=1&dq=the+noisy+paint+box&printsec=frontcover","the noisy paint box",1,0,0,1,0,0,0,0,0,0,0
"user2180_23_book_16_16.jpg","The Night Before Hanukkah
","https://www.google.com/books/edition/The_Night_Before_Hanukkah/caK-oAEACAAJ?hl=en",1,0,0,0,0,0,0,1,0,0,0
"user2180_23_book_21_21.jpg","together for kwanza","https://www.google.com/books/edition/Together_for_Kwanzaa/Eqtm7PpHvY8C?hl=en",0,0,0,0,1,0,0,1,0,0,0
